,title,casts,description
937,JOJO的奇妙冒险：不灭钻石 第一章,"山崎贤人,神木隆之介,小松菜奈,冈田将生",简介：碧海蓝天、安逸舒适的港口城市杜王町，在过去三年里相继发生离奇诡异的死亡事件。一时间天堂变成地狱，人人自危。废柴男生广濑康一（神木隆之介 饰）上学路上遭到不良少年...详情
938,热血街区电影版3：终极任务,"岩田刚典,黑木启司,洼田正孝,山田裕贵",简介：九龍对SWORD实施毁灭行动。为了保护重要的人！终极一战，即将上演。影片由岩田刚典、黑木启司、洼田正孝、山田裕贵、林遣都、TAKAHIRO、登坂广臣、岸谷五朗等...详情
939,犬舍 真人版,"木梨宪武,佐藤健,本乡奏多,二阶堂富美",简介：《犬舍》根据同名漫画改编。故事讲述了平凡无奇、将近60岁的普通上班族‧犬屋敷， 在家里不受家人尊敬，也找不到自己活著的目标， 还被医生宣告将不久於人世。失意的他...详情
940,玩命警探,"馆博,柴田恭兵,浅野温子,仲村亨",简介：阔别多年，两位问题刑警鹰山敏树（馆博）和大下勇次（柴田恭兵）终于再次回到了港署这个熟悉的地方。与过去不同，曾经的后辈町田透（仲村亨）、真山薰（浅野温子）早已晋升...详情
941,水手服与机关枪：毕业,"桥本环奈,长谷川博己,安藤政信,大野拓朗,宇野祥平,古馆宽治,鹤见辰吾,榎木孝明,伊武雅刀,武田铁矢",简介：由于之前和滨口组的纷争，弱小的目高组被迫解散。当然这对于现年18岁的女高中生——同时也是目高组现任组长的星泉（桥本环奈 饰）来说，却未尝不是一件坏事。自此之后，...详情
942,鼹鼠之歌2：香港狂骚曲,"生田斗真,瑛太,本田翼,古田新太,菜菜绪,上地雄辅,",简介：　影片讲述小巡警菊川玲二被要求在黑社会中充当卧底，并伸张正义的故事。此次的续集从标题上便可得知，故事舞台背景放到了中国香港，被奉命摧毁中国黑手党组织仙骨龙的菊川...详情
943,血光光五人帮：传说,"东出昌大,桐谷健太,土屋安娜,柄本佑,安藤政信,竹中直人,福岛莉拉,井上晴美,镰田小惠子,松本若菜,菅田俊,井坂俊哉",简介：19年前的雨中混战，至今在一些人心中仍留下挥之不去的印象。大越组若头久松茂的儿子勇人（东出昌大 饰）与母亲相依为命，母亲对丈夫死后的不公待遇一直耿耿于怀。大越大...详情
944,英雄(马来西亚),许亮宇,简介：电影讲述男主角Hassan是一名退役军人。当初他离开家里加入军队，为的就是控制他的“心魔”和残暴的性格。 为国家贡献，完成了军人使命后，Hassan不愿看到家人...详情
945,白发魔女传 2020,"张维娜,施骏喆,徐少强,张琪",简介：《白发魔女传》由梁羽生同名小说正版授权改编。重新演绎白发魔女练霓裳与武当掌门卓一航的经典爱恨情仇故事，浓墨重笔明末乱世从庙堂到江湖的纷扰武林争斗……明末，皇上病...详情
946,辣警霸王花：澳门行动 不義之戰,"谭耀文,梁琤,杨恭如,袁文杰",简介：香港，一名潦倒警探谭家明（谭耀文 饰）患有精神分裂症，与太太阿雪（杨恭如 饰）互相扶持，一日，他遇上城中雷厉风行的辣警霸王花Madam梁（梁琤 饰）.........详情
947,功夫男仆,"张颖冰,彭皓锋",简介：天降在襁褓时被遗弃，被武当山的道长收养，从小生活在空谷之中，不谙世事。成长过程耳闻目染，练就一身功夫同时也对道法领悟颇多。天降长大后负责观里的食物烹饪和采购，一...详情
948,河朔迷云,"马率,徐舒莹",简介：夜色笼罩，幽州节度使张伯靖仓皇逃跑，没想到从后面飞来一把剑……　　此事惊动朝廷，皇上命裴准去幽州一探究竟。同时，瘸腿牵马接到江湖令，邀请苏燕南和镜月去幽州找一个...详情
949,剑王朝之孤山剑藏2020,"赵圆瑗,刘怡潼,张明明,卢野",简介：巴山剑场被灭门后侥幸逃过一死的夜策冷留在覃王身边，一直在寻找幸存同门的消息，伺机杀掉覃王为师傅报仇。江湖传闻云来镇藏有孤山剑藏，覃王让陈玄监视夜策冷前往云来镇一...详情
950,津门悬案之消失的女人,"王放,赵津生,崔可法",简介：该片讲述了在民国时期发生在天津的一起案件，因官员的贪污腐败，掩盖真相导致案件黑白颠倒，凶手逍遥法外，亡者冤情始终没有昭雪。新中国成立后，人民法院重审此案才得以真...详情
951,劫犯在逃,"郑阳,马佳乐,何有理,郭可文,马志勇",简介：劫犯白勇跟随老大杀人后连夜逃窜，深山荒野间闯入包工头刘三林家，刘三林毫无觉察间就被突如其来的劫匪绑进密室关押。白勇惊慌失措正准备歇息一口气，谁知翻墙而入的推销员...详情
952,少年李白：花月离 2020,韩明熙,简介：神秘花妖惑乱皇宫，惊扰圣上，引出一个少年李白仗剑追凶的故事。潇洒俊逸的少年李白，空有才华却郁郁不得志，诗剑双绝，却只能混迹酒楼。机缘巧合，李白奉命追查花妖一案，...详情
953,妖怪名单,"武艺,姜萌轩",简介：#妖怪名单##武艺##姜萌轩#由动漫改编的古装玄幻电影《妖怪名单》横店开机由淘梦银河@淘梦控股 和腾讯动漫出品武艺@武艺 和 姜萌轩@姜萌轩Moe 等主演爆谷@...详情
954,热血街区电影版,"AKIRA,青柳翔,高谷裕之,岡見勇信",简介：故事始于山王联合会。以总长眼镜蛇为首，大和、阿檀、阿铁等个性十足的成员集结于山王联合会，几人的脑海中只有一个念头，就是守护这个街区。而在他们几个守护街区和平、努...详情
955,龙虎山张天师 2020,"樊少皇,苏茂,李璐兵,张冬",简介：张道陵得好友文大人一封求助信，携弟子王长前往巴蜀，却发现好友身死，而自己被卷入了一个惊天阴谋中。张道陵坚持本心，不为外物所惑，最终阻止了当地邪恶组织残害百姓的邪...详情
956,九州天空城之时光回转 2020,"种丹妮,柴格,王玉雯",简介：天空城之战后，羽皇风刃向人族发动战争。兵至凉州城下，眼看人族已无力翻盘，女爵方祈舞试图经由时光机器“流年转”回到过去，附身于风刃最爱的王妃南音梦，杀死年轻的风刃...详情
957,方世玉之千面修罗,"许明虎,金丽婷",简介：乾隆年间，杭州总兵陈震远被杀震惊皇帝，贝隆则以扫清障碍为由提前来到杭州，而他真正的目的则是要尽快铲除方世玉等人，以免他破坏自己谋害皇帝的整体计划。方世玉的父亲方...详情
958,杀出侏罗纪 2020,"王婉中,李宁",简介：由野外生存专家吴英雄（李宁饰演）和科研所负责人周芳蕊（王婉中饰演）带领一支装备精良的国际救援队，前往神秘漂流岛—“幽灵岛”营救遇险科考队的故事。历险途中，他们不...详情
959,进击的巨人真人版：后篇,"三浦春马,长谷川博己",简介：经历了常人难以想象的磨难和考验，艾伦·叶卡（三浦春马 饰）与阿明·阿诺德（本乡奏多 饰）以及其他有着不同背景的年轻人终于成为了合格的调查兵团成员。他们奉命进行首...详情
960,浪客剑心：京都大火篇,"佐藤健,武井咲,伊势谷友介,青木崇高,苍井优,神木隆之介,土屋太凤,田中泯,宫泽和史,小泽征悦,泷藤贤一,三浦涼介,丸山智己,高桥玛莉润,江口洋介,藤原龙也",简介：进入了明治时代，曾经的“刽子手拔刀斋”绯村剑心（佐藤健 饰）已经习惯了神谷道场的安宁生活。谁知就在这一天，倒幕战争时的旧友——号称维新三杰之一的大久保利通（宫泽...详情
961,流浪者年代记,"冈田将生,染谷将太,成海璃子,白石隼也,清水寻也,瀬戸利樹,柳俊太郎,铃木伸之,伊原刚志,丰原功补,石桥莲司,黑岛结菜,高月彩良,松冈茉优",简介：20世纪90年代初，日本政府秘密进行了人体进化实验。他们通过不同的方式向两组实验儿童体内移入动物或昆虫的基因，以使他们获得超长的能力。与之相对，这些孩子必须面临...详情
962,女子战队,"桐谷美玲,藤井美菜,高畑充希,有村架纯,山本美月,大东骏介,安田显,冈田义德,黄川田将也,皆川猿时,古关安广,佐藤二朗",简介：地球之所以有今天的和平与繁荣，全靠那些默默无闻的超级战队牺牲小我，权力对抗接二连三入侵的宇宙怪人。但是最近一批战队成员服役期满，于是有些不着调的司令官查尔斯（佐...详情
963,鲁邦三世 真人版,"小栗旬,玉山铁二,绫野刚,黑木美沙",简介：超级盗贼集团The Works的老大托马斯•道森（尼克•泰特 Nick Tate 饰）即将归隐，在选拔继承人的晚宴上，突然一伙不明身份的暴徒闯了进来大开杀戒。托...详情
964,九门八甲,"苏士涛,何欣烛,温海波",简介：林一横手握天下人人觊觎的绝学《八甲诡书》，同时也背负着调查师父古敬山遇害真相及重振门派重任。他与师兄及古敬山爱女古悄悄结伴踏上冒险之旅。伴随着古悄悄的意外失踪，...详情
965,叶问4（粤语版）,"甄子丹,陈国坤,吴樾,斯科特·阿金斯",简介：因故来到美国唐人街的叶问，意外卷入一场当地军方势力与华人武馆的纠纷，面对日益猖狂的民族歧视与压迫，叶问挺身而出，在美国海军陆战队军营拼死一战，以正宗咏春，向世界...详情
966,八卦掌之鹰飞,"李子游,尤宪超,臧志中",简介：八卦掌传人程茂华与世无争做着小生意，不料八国联军打进京城犯下累累罪行，各地义士纷纷出手，八国联军也调集各国强大武力来京城镇压，义士受到摧残，程茂华无法坐视，毅然...详情
967,源·彩虹,"薇洛·西尔德斯,玛丽亚·格拉齐亚·库奇诺塔,切尔西·普雷斯顿·克雷福德,Emmett,Skilton,高圣远,坦尼亚·诺兰,杰奎琳·乔,布鲁斯·霍普金斯,格伦·利维,钟丽缇,科林·莫伊,Peter,Feeney,陈乔恩,吴磊,Sophie,McIntosh",简介：在奥克兰，三个孩子遭遇了奇异的彩虹，通过彩虹的能量波动穿越到了中国。因为他们的莽撞之举，造成了这个世界的能量失衡。在中国获得帮助的他们，最终克服了重重障碍让这个...详情
968,铁甲狂猴之决战黎明,"岳松,陈之辉,周开开,尹艺臻",简介：“天狼舟”杀手雷霆救走老大苍穹赖以换心续命的少女小洁，帮内顶级高手博士、银狐追杀而至。犹如荒漠孤岛的钢铁城中，生死决战一触即发，雷霆面对“铁甲狂猴”家族维护末世...详情
969,霍家拳之铁臂娇娃,"叶小开,李萌萌,冯青,于利,王胜利,徐铁人,尚言生,谢毅,孟黎,刘晓宇,陆超,刘黄帅",简介：电影《霍家拳之铁臂娇娃》讲述了天生神力的少女阿暿被染了烟瘾的父母卖到上海滩做舞女，因给同乡姑娘荷叶打抱不平而招惹权贵，被卷入一场巨大纷争。而后她凭借一双铁拳扬名...详情
970,猎鹰突击,谢孟伟,简介：该片讲述男主角陆航为帮弟弟筹集医疗费用，只身前往海外加入国际安保公司。但该公司所在地区环境恶劣，动荡不安，非法武装横行。陆航和公司同事在一次保护客户王老板的过程...详情
971,迷毒之天命圈,"梅洋,黄山,李坤,麦文杰",简介：江城市的贩毒团伙浮出水面，为了查明真相，齐麟（梅洋饰）打动杨昊（黄山饰）深入毒窝做卧底。在一次又一次的险境里，杨昊与齐麟共同角斗凶狠的毒贩团伙，一场危机四伏的缉...详情
972,坏家伙2,"永濑匡,清水富美加,堀井新太,成田瑛基,荒井敦史,大江健次,Kaito,小久保寿人,中西晶,吉村界人,石田卓也,菅田俊,伊藤洋三郎,木村佑一,佐藤二朗,平田满,南果步",简介：出生于东京立川的不良少年光一（永濑匡 饰）和好哥们八仔（荒井敦史 饰）等人浪荡度过了初中时代，为了能在高中站稳脚跟，他们决定加入当地势力最大的暴走族“立川狱门”...详情
973,疾风正劲,"牧东,张何昊臻,屠画",简介：由电影频道节目制作中心出品、北京联盛嘉华影视文化传播有限公司制作、旭泽导演的数字电影，电影以《疾风正劲》命名，正是取自《旧唐书·萧瑀传》中“疾风知劲草，板荡识忠...详情
974,暗金烂狗,"山田裕贵,古澤裕介,富手麻妙,大賀太郎,入江纱绫,青木玄德,市オオミヤ,稻川实代子,津田宽治,高冈奏辅",简介：人气不良少年电影「学校制霸」的系列作，山田裕貴扮演的主人公安藤忠臣，围绕着「暗金（高利贷）」展开的故事。...详情
975,S-最后的警官：夺还,"向井理,绫野刚,新垣结衣,吹石一惠",简介：为了应对越来越复杂的恐怖行动，日本警方成立了独立于特殊急袭部队（SIT）和特殊搜查班（SAT）之外的“第3个S”——警察厅特殊急袭搜查组（NPS）。NPS以逮捕...详情
976,最后的警察 电影版,"唐泽寿明,洼田正孝,佐佐木希,藤木直人,小日向文世,和久井映见,黑川智花,竹内凉真,松尾谕,樱井日奈子,武田玲奈,伊藤沙莉,宫川一朗太,田山凉成,儿岛雄一,吉泽亮",简介：20世纪80年代，横滨中央署刑事课刑警京极浩介（唐泽寿明 饰）沿袭着昭和时代前辈们的粗犷作风，不顾身家性命一次次冲锋在办案现场的最前沿。直到他在一次任务中遭遇爆...详情
977,武曲 MUKOKU,"绫野刚,村上虹郎,前田敦子,片冈礼子,神野三铃,康巢恩,风吹淳,小林薰,柄本明",简介：熊切和嘉导演，绫野刚主演。改编自芥川赏作家藤泽周同名小说，绫野刚饰演的主角研吾是剑道5段的高手，但日常只是在车站大厦担任警备员，每天沉迷酒精自甘堕落。与高中生融...详情
